X,Y,Z
75,63,60
75,63,60
74,63,58
74,63,58
72,65,57
72,65,57
72,58,57
72,58,57
70,57,55
70,57,55
70,58,55
70,58,55
74,62,55
74,62,55
69,62,53
69,62,53
70,60,51
70,60,51
70,60,50
70,60,50
70,60,48
70,60,48
72,60,48
72,60,48
65,63,46
65,63,46
70,63,46
70,63,46
74,62,50
74,62,50
74,70,45
74,70,45
72,70,46
72,70,46
72,69,46
72,69,46
72,67,48
72,67,48
75,67,48
75,67,48
69,67,38
69,67,38
70,67,38
70,67,38
74,65,50
74,65,50
74,74,50
74,74,50
74,74,46
74,74,46
74,70,46
74,70,46
74,68,50
74,68,50
77,68,50
77,68,50
70,68,39
70,68,39
72,68,39
72,68,39
75,67,51
75,67,51
75,75,51
75,75,51
75,75,48
75,75,48
75,72,48
75,72,48
79,70,48
79,70,48
82,70,48
82,70,48
81,70,51
81,70,51
79,70,51
79,70,51
77,77,63
77,77,63
82,77,63
81,77,63
79,77,62
77,77,62
75,77,62
74,77,62
72,77,58
72,69,58
72,69,58
72,67,58
72,65,55
72,65,55
72,67,55
72,67,55
72,63,51
72,63,51
70,63,51
70,63,51
70,62,53
70,62,53
69,62,53
69,62,53
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
69,60,41
70,62,46
